pid,run,model,model_family,surface_type,repeat_idx,class,present,position,position_text,position_scored,position_flag,weight,brands_in_answer,inn_only,brand_bearing,excluded,exclude_reason,visibility_data
P0007,R1,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0007,R1,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0007,R1,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0007,R1,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0007,R1,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0007,R1,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0007,R1,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0007,R1,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0008,R1,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,"[""Wegovy"", ""Zepbound""]",True,True,False,,0.0
P0008,R1,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,"[""Wegovy""]",True,True,False,,0.0
P0008,R1,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,"[""Wegovy"", ""Rybelsus""]",True,True,False,,0.0
P0008,R1,gemini-2.5-flash,gemini,api,0,C1,1,2.0,2.0,3.0,False,90.0,"[""Wegovy"", ""Ozempic"", ""Zepbound"", ""Mounjaro""]",False,True,False,,6.0
P0008,R1,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,"[""Wegovy""]",True,True,False,,0.0
P0008,R1,gemini-2.5-flash,gemini,api,2,C1,1,3.0,3.0,5.0,True,81.0,"[""Wegovy"", ""Zepbound"", ""Ozempic""]",False,True,False,,28.0
P0008,R1,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,"[""Wegovy"", ""Zepbound""]",True,True,False,,0.0
P0008,R1,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,"[""Wegovy"", ""Zepbound""]",True,True,False,,0.0
P0008,R1,gpt-4o,gpt,api,2,C1,1,2.0,2.0,4.0,True,90.0,"[""Wegovy"", ""Ozempic"", ""Zepbound"", ""Mounjaro"", ""Saxenda""]",False,True,False,,45.0
P0009,R1,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0009,R1,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0009,R1,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0009,R1,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0009,R1,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0009,R1,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0009,R1,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0009,R1,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0009,R1,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0010,R1,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0010,R1,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0010,R1,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0010,R1,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0010,R1,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0010,R1,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0010,R1,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0010,R1,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0010,R1,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0011,R1,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Mounjaro""]",False,True,False,,52.0
P0011,R1,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,,False,100.0,"[""Ozempic"", ""Mounjaro"", ""Jardiance""]",False,True,False,,44.0
P0011,R1,claude-sonnet-5,claude,api,0,C1,1,2.0,2.0,,False,90.0,"[""Mounjaro"", ""Ozempic"", ""Wegovy""]",False,True,False,,23.0
P0011,R1,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0011,R1,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0011,R1,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0011,R1,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0011,R1,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,"[""Mounjaro"", ""Zepbound""]",False,True,False,,0.0
P0011,R1,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0012,R1,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,3.0,True,100.0,"[""Ozempic"", ""Mounjaro""]",False,True,False,,33.0
P0012,R1,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Rybelsus"", ""Trulicity"", ""Mounjaro""]",False,True,False,,64.0
P0012,R1,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0012,R1,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0012,R1,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0012,R1,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0012,R1,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0012,R1,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0012,R1,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0013,R1,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,2.0,False,100.0,"[""Ozempic""]",False,True,False,,70.0
P0013,R1,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,2.0,False,100.0,"[""Ozempic""]",False,True,False,,68.0
P0013,R1,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0013,R1,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0013,R1,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0013,R1,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0013,R1,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0013,R1,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0013,R1,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0014,R1,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,3.0,True,100.0,"[""Ozempic"", ""Jardiance""]",False,True,False,,77.0
P0014,R1,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,5.0,True,100.0,"[""Ozempic"", ""Mounjaro""]",False,True,False,,44.0
P0014,R1,claude-sonnet-5,claude,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Wegovy"", ""Trulicity"", ""Jardiance""]",False,True,False,,75.0
P0014,R1,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0014,R1,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0014,R1,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0014,R1,gpt-4o,gpt,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Rybelsus"", ""Wegovy"", ""Mounjaro"", ""Zepbound"", ""Jardiance""]",False,True,False,,50.0
P0014,R1,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0014,R1,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0015,R1,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,2.0,False,100.0,"[""Ozempic""]",False,True,False,,50.0
P0015,R1,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0015,R1,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0015,R1,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0015,R1,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0015,R1,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0015,R1,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0015,R1,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0015,R1,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0016,R1,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Victoza"", ""Trulicity"", ""Mounjaro"", ""Jardiance""]",False,True,False,,75.0
P0016,R1,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Victoza"", ""Trulicity"", ""Mounjaro"", ""Jardiance""]",False,True,False,,75.0
P0016,R1,claude-sonnet-5,claude,api,0,C1,1,2.0,2.0,1.0,False,90.0,"[""Jardiance"", ""Ozempic"", ""Victoza""]",False,True,False,,61.0
P0016,R1,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0016,R1,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0016,R1,gemini-2.5-flash,gemini,api,2,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic""]",False,True,False,,85.0
P0016,R1,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0016,R1,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0016,R1,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0017,R1,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Wegovy"", ""Mounjaro"", ""Zepbound""]",False,True,False,,94.0
P0017,R1,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Wegovy"", ""Mounjaro"", ""Zepbound""]",False,True,False,,79.0
P0017,R1,claude-sonnet-5,claude,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic""]",False,True,False,,60.0
P0017,R1,gemini-2.5-flash,gemini,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Trulicity""]",False,True,False,,68.0
P0017,R1,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0017,R1,gemini-2.5-flash,gemini,api,2,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Mounjaro"", ""Trulicity""]",False,True,False,,66.0
P0017,R1,gpt-4o,gpt,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Wegovy"", ""Mounjaro"", ""Zepbound"", ""Jardiance""]",False,True,False,,50.0
P0017,R1,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0017,R1,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,"[""Wegovy""]",True,True,False,,0.0
P0018,R1,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0018,R1,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0018,R1,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0018,R1,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0018,R1,gemini-2.5-flash,gemini,api,1,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Mounjaro"", ""Wegovy""]",False,True,False,,46.0
P0018,R1,gemini-2.5-flash,gemini,api,2,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic""]",False,True,False,,50.0
P0018,R1,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0018,R1,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0018,R1,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0019,R1,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0019,R1,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0019,R1,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,"[""Wegovy"", ""Zepbound""]",False,True,False,,0.0
P0019,R1,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0019,R1,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0019,R1,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0019,R1,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0019,R1,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0019,R1,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0020,R1,claude-sonnet-4-6,claude,api,0,C1,1,3.0,3.0,4.0,False,81.0,"[""Jardiance"", ""Rybelsus"", ""Ozempic"", ""Mounjaro""]",False,True,False,,39.0
P0020,R1,claude-sonnet-4-6,claude,api,1,C1,1,3.0,3.0,2.0,False,81.0,"[""Jardiance"", ""Rybelsus"", ""Ozempic"", ""Mounjaro""]",False,True,False,,32.0
P0020,R1,claude-sonnet-5,claude,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Mounjaro"", ""Rybelsus""]",False,True,False,,46.0
P0020,R1,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,"[""Jardiance"", ""Rybelsus""]",False,True,False,,0.0
P0020,R1,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,"[""Rybelsus""]",False,True,False,,0.0
P0020,R1,gemini-2.5-flash,gemini,api,2,C1,1,3.0,3.0,2.0,False,81.0,"[""Jardiance"", ""Trulicity"", ""Ozempic"", ""Victoza"", ""Rybelsus""]",False,True,False,,4.0
P0020,R1,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0020,R1,gpt-4o,gpt,api,1,C1,1,2.0,2.0,2.0,False,90.0,"[""Rybelsus"", ""Ozempic"", ""Trulicity"", ""Mounjaro""]",False,True,False,,71.0
P0020,R1,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0021,R1,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Jardiance"", ""Trulicity""]",False,True,False,,35.0
P0021,R1,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Jardiance"", ""Mounjaro""]",False,True,False,,75.0
P0021,R1,claude-sonnet-5,claude,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Trulicity"", ""Victoza"", ""Jardiance"", ""Zepbound""]",False,True,True,truncated,90.0
P0021,R1,gemini-2.5-flash,gemini,api,0,C1,1,1.0,1.0,,False,100.0,"[""Ozempic"", ""Rybelsus"", ""Victoza""]",False,True,False,,70.0
P0021,R1,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0021,R1,gemini-2.5-flash,gemini,api,2,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Rybelsus"", ""Victoza""]",False,True,False,,20.0
P0021,R1,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0021,R1,gpt-4o,gpt,api,1,C1,1,3.0,3.0,1.0,True,81.0,"[""Trulicity"", ""Jardiance"", ""Ozempic""]",False,True,False,,37.0
P0021,R1,gpt-4o,gpt,api,2,C1,1,3.0,3.0,3.0,False,81.0,"[""Trulicity"", ""Jardiance"", ""Ozempic""]",False,True,False,,50.0
P0022,R1,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0022,R1,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0022,R1,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,True,truncated,0.0
P0022,R1,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0022,R1,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0022,R1,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0022,R1,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0022,R1,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0022,R1,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0023,R1,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,,False,100.0,"[""Ozempic"", ""Victoza"", ""Mounjaro"", ""Jardiance""]",False,True,False,,30.0
P0023,R1,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Rybelsus"", ""Mounjaro""]",False,True,False,,22.0
P0023,R1,claude-sonnet-5,claude,api,0,C1,1,1.0,1.0,3.0,True,100.0,"[""Ozempic"", ""Mounjaro""]",False,True,False,,60.0
P0023,R1,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0023,R1,gemini-2.5-flash,gemini,api,1,C1,1,4.0,4.0,1.0,True,72.9,"[""Jardiance"", ""Trulicity"", ""Victoza"", ""Ozempic""]",False,True,False,,0.0
P0023,R1,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0023,R1,gpt-4o,gpt,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Rybelsus"", ""Wegovy"", ""Trulicity"", ""Mounjaro"", ""Zepbound"", ""Jardiance""]",False,True,False,,55.0
P0023,R1,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0023,R1,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0024,R1,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,,False,100.0,"[""Ozempic"", ""Mounjaro"", ""Jardiance""]",False,True,False,,44.0
P0024,R1,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,,False,100.0,"[""Ozempic"", ""Rybelsus"", ""Trulicity"", ""Mounjaro"", ""Jardiance""]",False,True,False,,40.0
P0024,R1,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0024,R1,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0024,R1,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0024,R1,gemini-2.5-flash,gemini,api,2,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Jardiance""]",False,True,False,,38.0
P0024,R1,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0024,R1,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0024,R1,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
